moveobj 19870 -1505.5972, 817.6201, 7.8294 -0.0200, 0.0000, 0.0000 2 -1501.2751, 817.5915, 7.8294 -0.0200, 0.0000, 0.0000 2 -1 20
changeobj 1506 -1508.1351, 797.7592, 6.1773 0.0000, 0.0000, 269.8800 1502
changeobj 1506 -1497.4493, 796.1746, 6.1837 0.0000, 0.0000, 89.8200 1502
sell 3000000 -1503.1121, 839.5693, 7.1291
area -1499.9800 810.2200 30.0
obj 19378, -1492.28, 822.49, 6.10,   0.00, 90.00, 0.00);
obj 19378, -1492.28, 812.87, 6.10,   0.00, 90.00, 0.00);
obj 19378, -1502.78, 812.86, 6.10,   0.00, 90.00, 0.00);
obj 19378, -1513.28, 812.86, 6.10,   0.00, 90.00, 0.00);
obj 19378, -1513.24, 822.49, 13.11,   0.00, 90.00, 0.00);
obj 19378, -1492.29, 803.23, 6.10,   0.00, 90.00, 0.00);
obj 19378, -1502.79, 803.24, 6.10,   0.00, 90.00, 0.00);
obj 19378, -1513.26, 803.28, 6.10,   0.00, 90.00, 0.00);
obj 19378, -1502.79, 793.62, 6.10,   0.00, 90.00, 0.00);
obj 19454, -1497.45, 822.49, 7.94,   0.00, 0.00, 0.00);
obj 19454, -1487.02, 822.49, 7.94,   0.00, 0.00, 0.00);
obj 19325, -1487.00, 814.49, 7.61,   0.00, 0.00, 0.00);
obj 3499, -1487.06, 811.69, 11.67,   0.00, 0.00, 0.00);
obj 19325, -1487.04, 809.01, 7.61,   0.00, 0.00, 0.12);
obj 19325, -1487.04, 801.77, 7.61,   0.00, 0.00, 0.00);
obj 3499, -1487.40, 798.40, 11.67,   0.00, 0.00, 0.00);
obj 19454, -1508.10, 822.50, 7.94,   0.00, 0.00, 0.00);
obj 19454, -1518.48, 822.54, 7.94,   0.00, 0.00, 0.00);
obj 19325, -1518.55, 815.11, 7.61,   0.00, 0.00, 0.00);
obj 3499, -1518.42, 811.65, 11.67,   0.00, 0.00, 0.00);
obj 19325, -1518.54, 808.88, 11.67,   0.00, 0.00, 0.00);
obj 3499, -1518.24, 805.67, 11.67,   0.00, 0.00, 0.00);
obj 19325, -1518.53, 801.88, 7.61,   0.00, 0.00, 0.00);
obj 3499, -1518.25, 798.52, 4.20,   0.00, 0.00, 0.00);
obj 19454, -1492.72, 827.22, 7.94,   0.00, 0.00, -89.94);
obj 19454, -1491.74, 827.22, 7.94,   0.00, 0.00, -89.94);
obj 19454, -1513.75, 827.27, 7.94,   0.00, 0.00, -89.94);
obj 19454, -1512.83, 827.27, 7.94,   0.00, 0.00, -89.94);
obj 19454, -1512.85, 798.52, 7.94,   0.00, 0.00, -89.94);
obj 19454, -1492.70, 798.49, 7.94,   0.00, 0.00, -89.94);
obj 19466, -1506.98, 817.69, 6.79,   0.00, 0.00, -89.94);
obj 19466, -1506.98, 817.69, 8.72,   0.00, 0.00, -89.94);
obj 19466, -1498.61, 817.70, 6.79,   0.00, 0.00, -89.94);
obj 19435, -1500.51, 817.62, 7.94,   0.00, 0.00, -88.50);
obj 19435, -1505.09, 817.63, 7.94,   0.00, 0.00, -88.50);
obj 19466, -1498.61, 817.70, 8.72,   0.00, 0.00, -89.94);
obj 14407, -1516.53, 824.11, 6.50,   0.00, 0.00, 179.64);
obj 14407, -1512.56, 824.08, 6.50,   0.00, 0.00, 179.64);
obj 19454, -1510.48, 822.52, 7.94,   0.00, 0.00, 0.00);
obj 14407, -1489.08, 824.16, 6.50,   0.00, 0.00, 179.64);
obj 14407, -1493.05, 824.18, 6.50,   0.00, 0.00, 179.64);
obj 19454, -1495.12, 822.47, 7.94,   0.00, 0.00, 0.00);
obj 19466, -1496.26, 817.71, 6.79,   0.00, 0.00, -89.94);
obj 19466, -1496.26, 817.71, 8.72,   0.00, 0.00, -89.94);
obj 19466, -1509.28, 817.69, 6.79,   0.00, 0.00, -89.94);
obj 19466, -1509.28, 817.69, 8.72,   0.00, 0.00, -89.94);
obj 19391, -1508.10, 797.01, 7.94,   0.00, 0.00, 0.00);
obj 19325, -1508.04, 792.13, 7.61,   0.00, 0.00, 0.00);
obj 3499, -1508.07, 788.84, 4.20,   0.00, 0.00, 0.00);
obj 19391, -1497.51, 796.97, 7.94,   0.00, 0.00, 0.00);
obj 19325, -1497.56, 792.14, 7.61,   0.00, 0.00, 0.00);
obj 3499, -1497.64, 788.91, 4.20,   0.00, 0.00, 0.00);
obj 19454, -1502.94, 788.85, 7.94,   0.00, 0.00, -90.06);
obj 2774, -1505.78, 824.80, -3.40,   0.00, 0.00, 0.00);
obj 2774, -1500.06, 824.83, -3.40,   0.00, 0.00, 0.00);
obj 2774, -1492.00, 793.59, -3.40,   0.00, 0.00, 0.00);
obj 2774, -1513.26, 793.27, -3.40,   0.00, 0.00, 0.00);
obj 970, -1510.98, 788.49, 6.72,   0.00, 0.00, 0.00);
obj 970, -1515.24, 788.55, 6.72,   0.00, 0.00, 0.00);
obj 970, -1518.40, 791.11, 6.72,   0.00, 0.00, -90.18);
obj 970, -1518.33, 795.50, 6.72,   0.00, 0.00, -90.18);
obj 970, -1487.22, 795.65, 6.72,   0.00, 0.00, -90.18);
obj 970, -1487.20, 791.39, 6.72,   0.00, 0.00, -90.18);
