obj 19378, -2907.54, 55.09, 3.03,   0.00, 90.00, 0.00;
obj 19378, -2907.54, 64.72, 3.03,   0.00, 90.00, 0.00;
obj 19378, -2918.04, 64.72, 3.03,   0.00, 90.00, 0.00;
obj 19378, -2918.04, 55.09, 3.03,   0.00, 90.00, 0.00;
obj 19378, -2928.54, 64.72, 3.03,   0.00, 90.00, 0.00;
obj 19378, -2928.54, 55.11, 3.03,   0.00, 90.00, 0.00;
obj 19378, -2907.54, 69.61, -1.71,   90.00, 90.00, 0.00;
obj 19378, -2918.03, 69.61, -1.71,   90.00, 90.00, 0.00;
obj 19378, -2928.54, 69.61, -1.71,   90.00, 90.00, 0.00;
obj 19378, -2933.71, 64.72, -2.15,   0.00, 0.00, 0.00;
obj 19378, -2933.71, 55.09, -2.15,   0.00, 0.00, 0.00;
obj 19378, -2928.54, 50.36, -1.71,   90.00, 90.00, 0.00;
obj 19378, -2918.03, 50.36, -1.71,   90.00, 90.00, 0.00;
obj 19378, -2907.54, 50.36, -1.71,   90.00, 90.00, 0.00;
obj 19381, -2939.04, 64.72, 3.03,   0.00, 90.00, 0.00;
obj 19379, -2939.03, 55.09, 3.03,   0.00, 90.00, 0.00;
obj 3498, -2944.12, 69.33, -1.38,   0.00, 0.00, 0.00;
obj 3498, -2944.20, 50.23, -1.38,   0.00, 0.00, 0.00;
obj 3498, -2940.00, 69.33, 1.38,   0.00, -90.00, 0.00;
obj 3498, -2930.98, 69.33, 1.38,   0.00, -90.00, 0.00;
obj 3498, -2940.00, 50.23, 1.38,   0.00, -90.00, 0.00;
obj 3498, -2930.98, 50.23, 1.38,   0.00, -90.00, 0.00;
obj 1419, -2944.27, 52.36, 3.66,   0.00, 0.00, 90.00;
obj 1419, -2944.27, 56.43, 3.66,   0.00, 0.00, 90.00;
obj 1419, -2944.27, 60.52, 3.66,   0.00, 0.00, 90.00;
obj 1419, -2944.27, 64.59, 3.66,   0.00, 0.00, 90.00;
obj 1419, -2942.67, 67.88, 3.66,   0.00, 0.00, 37.00;
obj 1419, -2939.03, 69.11, 3.66,   0.00, 0.00, 0.00;
obj 1419, -2934.96, 69.11, 3.66,   0.00, 0.00, 0.00;
obj 19325, -2929.58, 69.11, 5.19,   0.00, 0.00, 90.00;
obj 19378, -2921.46, 69.11, 2.00,   0.00, 0.00, 90.00;
obj 1419, -2942.20, 50.36, 3.66,   0.00, 0.00, 180.00;
obj 1419, -2938.13, 50.36, 3.66,   0.00, 0.00, 180.00;
