sell 20917 206.0699, 644.1767, 8.8602
area 181.2191 596.8160 60.0
changeobj 1504 188.4200, 634.4000, 6.9000 0.0000, 0.0000, 90.0000 1491
changeobj 1504 188.4000, 637.4200, 6.9000 0.0000, 0.0000, 269.9900 1491
moveobj 13187 177.7973, 647.4597, 3.3478 0.0000, 0.0000, -90.0000 2 177.7973, 647.4597, 5.5369 0.0000, 0.0000, -90.0000 2 -1 20
//²£Á§ÎÆÀí
obj 19379 169.9000, 647.6000, 1.5000 0.0000, 0.0000, 90.0000
material 0  4830  airport2  sanairtex3  0
obj 19379 185.9000, 647.4000, 1.5000 0.0000, 0.0000, 90.0000
material 0  4830  airport2  sanairtex3  0
obj 19379 164.5000, 642.1000, 1.5000 0.0000, 0.0000, 0.0000
material 0  4830  airport2  sanairtex3  0
obj 19379 164.5374, 635.1445, 1.5000 0.0000, 0.0000, 0.0000
material 0  4830  airport2  sanairtex3  0
obj 19379 164.5100, 629.3000, 1.5000 0.0000, 0.0000, 0.0000
material 0  4830  airport2  sanairtex3  0
obj 19379 169.8000, 624.5000, 1.5000 0.0000, 0.0000, 90.0000
material 0  4830  airport2  sanairtex3  0
obj 19379 176.3000, 624.5000, 1.5000 0.0000, 0.0000, 90.0000
material 0  4830  airport2  sanairtex3  0
obj 19379 185.9000, 624.5000, 1.5000 0.0000, 0.0000, 90.0000
material 0  4830  airport2  sanairtex3  0
obj 19379 191.2000, 629.9000, 1.5000 0.0000, 0.0000, 0.0000
material 0  4830  airport2  sanairtex3  0
obj 19379 191.2000, 632.4000, 1.5000 0.0000, 0.0000, 0.0000
material 0  4830  airport2  sanairtex3  0
obj 19379 191.2000, 642.0000, 1.5000 0.0000, 0.0000, 0.0000
material 0  4830  airport2  sanairtex3  0
obj 13187 177.9652, 647.4306, 5.5571 0.0000, 0.0000, -90.0000
material 0  4830  airport2  sanairtex3  0
//ÆäËû
obj 3498 173.9000, 627.6000, 9.0000 0.0000, 0.0000, 0.0000
obj 3498 173.9000, 627.6000, 0.0000 0.0000, 0.0000, 0.0000
obj 3498 173.9000, 630.8000, 9.0000 0.0000, 0.0000, 0.0000
obj 3498 173.9000, 630.8000, 0.0000 0.0000, 0.0000, 0.0000
obj 3498 174.0000, 641.3000, 9.0000 0.0000, 0.0000, 0.0000
obj 3498 174.0000, 641.3000, 0.0169 0.0000, 0.0000, 0.0000
obj 3498 174.0000, 644.3000, 9.0000 0.0000, 0.0000, 0.0000
obj 3498 174.0000, 644.3000, 0.0000 0.0000, 0.0000, 0.0000
obj 8947, 185.20, 636.00, -1.00,   0.00, 0.00, 0.00);
obj 19447, 196.60, 635.70, 6.80,   0.00, 90.00, 90.00);
obj 19125, 204.70, 637.40, 7.70,   0.00, 0.00, 0.25);
obj 19458, 190.10, 643.30, 6.80,   0.00, 90.00, 0.00);
obj 18850, 178.50, 635.93, 1.30,   0.00, 0.00, 0.00);
obj 2395, 188.50, 637.90, 6.90,   0.00, 0.00, 90.00);
obj 8947, 170.46, 636.00, -1.01,   0.00, 0.00, 0.00);
obj 3499, 191.10, 647.20, 1.30,   0.00, 0.00, 0.00);
obj 19458, 190.10, 633.70, 6.80,   0.00, 90.00, 0.00);
obj 19458, 183.60, 646.40, 6.80,   0.00, 90.00, 90.00);
obj 19458, 174.00, 646.40, 6.80,   0.00, 90.00, 90.00);
obj 19458, 177.40, 625.60, 6.80,   0.00, 90.00, 90.00);
obj 19458, 187.06, 625.60, 6.80,   0.00, 90.00, 90.00);
obj 19458, 165.70, 643.30, 6.80,   0.00, 90.00, 0.00);
obj 19458, 165.70, 633.70, 6.80,   0.00, 90.00, 0.00);
obj 19458, 168.80, 625.60, 6.80,   0.00, 90.00, 90.00);
obj 19458, 165.70, 632.10, 6.80,   0.00, 90.00, 0.00);
obj 19458, 172.20, 646.40, 6.80,   0.00, 90.00, 90.00);
obj 19458, 190.10, 631.70, 6.79,   0.00, 90.00, 0.00);
obj 3499, 164.70, 647.30, 1.30,   0.00, 0.00, 0.00);
obj 3499, 164.70, 624.60, 1.30,   0.00, 0.00, 0.00);
obj 3499, 191.20, 624.60, 1.30,   0.00, 0.00, 0.00);
obj 19447, 203.60, 638.59, 6.79,   0.00, 90.00, 315.00);
obj 623, 153.70, 551.80, -1.50,   0.00, 0.00, 300.00);
obj 899, 161.60, 553.20, -4.20,   0.00, 0.00, 0.00);
obj 3510, 165.00, 549.80, -0.30,   0.00, 0.00, 0.00);
obj 2395, 188.40, 634.55, 9.42,   90.00, 0.00, 90.00);
obj 2395, 188.50, 641.50, 6.90,   0.00, 0.00, 90.00);
obj 2395, 187.90, 644.80, 9.62,   0.00, 0.00, 180.00);
obj 899, 205.60, 582.00, -4.40,   0.00, 0.00, 310.00);
obj 2395, 180.50, 644.80, 9.62,   0.00, 0.00, 179.99);
obj 623, 201.10, 645.10, 6.80,   0.00, 0.00, 86.00);
obj 2395, 177.80, 644.80, 9.62,   0.00, 0.00, 179.99);
obj 2395, 167.30, 644.20, 6.90,   0.00, 0.00, 270.00);
