//OBJ
obj 19378, -2936.32, -24.46, -3.04,   0.00, 0.00, 90.00;
obj 19378, -2921.78, -10.07, -3.06,   0.00, 0.00, 0.00;
obj 19378, -2937.90, -5.27, -3.04,   0.00, 0.00, 90.00;
obj 19378, -2937.51, -10.05, 2.13,   0.00, 90.00, 0.00;
obj 3498, -2932.04, -14.57, -2.36,   0.00, 0.00, 0.00;
obj 3498, -2922.35, -24.13, -2.36,   0.00, 0.00, 0.00;
obj 19390, -2930.68, -14.78, 3.97,   0.00, 0.00, 90.00;
obj 19425, -2927.79, -12.14, 2.22,   0.00, 0.00, 90.00;
obj 19425, -2927.79, -8.11, 2.22,   0.00, 0.00, 90.00;
obj 19378, -2927.09, -10.05, 2.13,   0.00, 90.00, 0.00;
obj 19378, -2926.99, -19.69, 2.13,   0.00, 90.00, 0.00;
obj 19458, -2927.53, -5.32, 3.96,   0.00, 0.00, 90.00;
obj 19439, -2940.35, -15.52, 3.96,   0.00, 0.00, 90.00;
obj 19439, -2932.29, -14.80, 3.96,   0.00, 0.00, 0.00;
obj 19439, -2936.36, -15.52, 3.96,   0.00, 0.00, 90.00;
obj 19439, -2941.94, -15.52, 3.96,   0.00, 0.00, 90.00;
obj 3850, -2942.74, -13.91, 2.66,   0.00, 0.00, 0.00;
obj 3850, -2942.74, -10.46, 2.66,   0.00, 0.00, 0.00;
obj 19439, -2941.54, -37.52, 3.96,   0.00, 0.00, 90.00;
obj 3498, -2922.94, -5.83, -2.36,   0.00, 0.00, 0.00;
obj 3498, -2942.43, -5.62, 1.24,   0.00, 0.00, 0.00;
obj 3498, -2942.42, -24.14, -2.36,   0.00, 0.00, 0.00;
obj 3498, -2932.64, -23.93, -2.36,   0.00, 0.00, 0.00;
obj 3498, -2932.02, -5.54, -2.36,   0.00, 0.00, 0.00;
obj 1408, -2935.08, -13.44, 2.82,   0.00, 0.00, 0.00;
obj 1408, -2937.72, -10.74, 2.82,   0.00, 0.00, -90.00;
obj 1408, -2942.23, -31.02, 2.82,   0.00, 0.00, 90.00;
obj 1408, -2937.70, -7.93, 2.82,   0.00, 0.00, -90.00;
obj 3850, -2941.07, -26.28, 2.66,   0.00, 0.00, 0.00;
obj 1408, -2935.00, -5.32, 2.82,   0.00, 0.00, 180.00;
obj 19439, -2934.77, -15.52, 3.96,   0.00, 0.00, 90.00;
obj 3532, -2933.89, -11.06, 2.82,   0.00, 0.00, 0.00;
obj 19373, -2934.17, -11.89, 2.22,   0.00, 90.00, 0.00;
obj 19373, -2936.03, -11.87, 2.22,   0.00, 90.00, 0.00;
obj 19373, -2934.17, -10.03, 2.22,   0.00, 90.00, 0.00;
obj 3532, -2933.50, -8.18, 2.82,   0.00, 0.00, 0.00;
obj 3532, -2934.64, -8.20, 2.82,   0.00, 0.00, 0.00;
obj 3532, -2936.77, -7.89, 2.82,   0.00, 0.00, 0.00;
obj 19373, -2934.19, -6.84, 2.22,   0.00, 90.00, 0.00;
obj 19373, -2935.95, -6.80, 2.22,   0.00, 90.00, 0.00;
obj 19373, -2935.91, -9.90, 2.22,   0.00, 90.00, 0.00;
obj 3532, -2934.99, -11.03, 2.82,   0.00, 0.00, 0.00;
obj 3532, -2935.97, -10.94, 2.82,   0.00, 0.00, 0.00;
obj 3532, -2935.63, -8.00, 2.82,   0.00, 0.00, 0.00;
obj 3532, -2936.75, -10.93, 2.82,   0.00, 0.00, 0.00;
obj 10009, -2932.77, -19.18, 2.54,   0.00, 0.00, 90.00;
obj 19378, -2917.13, -24.37, -3.04,   0.00, 0.00, 90.00;
obj 19378, -2942.69, -10.06, -3.04,   0.00, 0.00, 0.00;
obj 19378, -2926.76, -24.43, -3.04,   0.00, 0.00, 90.00;
